protein_id	is_secreted	has_sp	sp_prob	cs_pos	signalp_pred	tm_count	topology	diamond_subject	gene_name	diamond_pident	diamond_evalue	source_organism	eggnog_desc	go_terms	kegg_ko	kegg_pathway	cog_category	pfam_domains
TRINITY_DN21747_c0_g1_i4.p1	True	True	1.0	23	SP(Sec/SPI)	0		XP_046665687.1	XP_046665687.1 mesencephalic astrocyte-derived neu	60.8	1.08e-64	Homalodisca vitripennis	Degradation arginine-rich protein for mis-folding	GO:0001963,GO:0001976,GO:0001980,GO:0002014,GO:0002576,GO:0003008,GO:0003013,GO:0003018,GO:0003073,GO:0003084,GO:0003674,GO:0005488,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005829,GO:0006584,GO:0006725,GO:0006807,GO:0006810,GO:0006887,GO:0007154,GO:0007267,GO:0007268,GO:0007275,GO:0007399,GO:0008015,GO:0008150,GO:0008152,GO:0008217,GO:0008289,GO:0009712,GO:0009987,GO:0012505,GO:0016043,GO:0016192,GO:0017144,GO:0018958,GO:0019725,GO:0022008,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031974,GO:0032501,GO:0032502,GO:0032940,GO:0035150,GO:0035296,GO:0042310,GO:0042417,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045777,GO:0046903,GO:0048468,GO:0048471,GO:0048583,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050877,GO:0050880,GO:0051179,GO:0051234,GO:0060249,GO:0065007,GO:0065008,GO:0070013,GO:0070050,GO:0071542,GO:0071704,GO:0071840,GO:0080134,GO:0080135,GO:0090066,GO:0097164,GO:0097746,GO:0097756,GO:0098916,GO:0099536,GO:0099537,GO:0120036,GO:1901360,GO:1901564,GO:1901615,GO:1905897	ko:K13190		S	ARMET_N(PF20145.5);ARMET_C(PF10208.16);RNF34L-like_3rd(PF22968.3)
TRINITY_DN4188_c2_g1_i1.p1	True	True	1.0	19	SP(Sec/SPI)	0		XP_054284150.1	XP_054284150.1 transforming growth factor-beta-ind	77.8	5.23e-260	Macrosteles quadrilineatus	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.	GO:0005575,GO:0005576,GO:0005615,GO:0007155,GO:0007275,GO:0007399,GO:0008037,GO:0008038,GO:0008039,GO:0008150,GO:0009987,GO:0016043,GO:0022008,GO:0022610,GO:0030154,GO:0030182,GO:0030198,GO:0032501,GO:0032502,GO:0043062,GO:0044421,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0071840			S	Fasciclin(PF02469.28)
TRINITY_DN71944_c0_g1_i12.p1	True	True	1.0	18	SP(Sec/SPI)	0		XP_054257102.1	XP_054257102.1 lipase 1-like [Macrosteles quadrili	53.6	5.96e-150	Macrosteles quadrilineatus	Belongs to the AB hydrolase superfamily. Lipase family		ko:K01052	ko00100,ko04142,ko04979,map00100,map04142,map04979	I	Abhydrolase_1(PF00561.27);Abhydro_lipase(PF04083.23)
TRINITY_DN21514_c0_g5_i5.p1	True	True	1.0	16	SP(Sec/SPI)	0		AWC68019.1	AWC68019.1 odorant-binding protein 4 [Matsumurasca	37.5	1.96e-15	Matsumurasca onukii	PBP/GOBP family				S	PBP_GOBP(PF01395.28)
TRINITY_DN153390_c0_g1_i2.p1	True	True	1.0	36	SP(Sec/SPI)	0		XP_049766895.1	XP_049766895.1 uncharacterized protein LOC12610032	52.5	3.03e-43	Schistocerca cancellata	Insect cuticle protein	GO:0003674,GO:0005198,GO:0005214,GO:0005575,GO:0005576,GO:0007275,GO:0008010,GO:0008150,GO:0031012,GO:0032501,GO:0032502,GO:0040003,GO:0042302,GO:0042335,GO:0044421,GO:0048856			S	Chitin_bind_4(PF00379.30)
TRINITY_DN62098_c0_g2_i5.p1	True	True	1.0	20	SP(Sec/SPI)	0		XP_054278683.1	XP_054278683.1 uncharacterized protein LOC12899712	45.2	1.74e-136	Macrosteles quadrilineatus	Selectin	GO:0001530,GO:0002090,GO:0002092,GO:0002237,GO:0002376,GO:0002523,GO:0002576,GO:0002682,GO:0002684,GO:0002685,GO:0002687,GO:0002691,GO:0003674,GO:0004888,GO:0005488,GO:0005509,GO:0005515,GO:0005539,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005886,GO:0005887,GO:0005901,GO:0005905,GO:0005938,GO:0006810,GO:0006887,GO:0006928,GO:0006950,GO:0006952,GO:0006954,GO:0007154,GO:0007155,GO:0007157,GO:0007159,GO:0007165,GO:0007202,GO:0008150,GO:0008201,GO:0008289,GO:0009605,GO:0009607,GO:0009617,GO:0009893,GO:0009897,GO:0009966,GO:0009967,GO:0009986,GO:0009987,GO:0010033,GO:0010517,GO:0010518,GO:0010543,GO:0010572,GO:0010604,GO:0010646,GO:0010647,GO:0010863,GO:0012505,GO:0012506,GO:0014066,GO:0014068,GO:0014070,GO:0016020,GO:0016021,GO:0016192,GO:0016339,GO:0016477,GO:0019222,GO:0019722,GO:0019899,GO:0019932,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0030029,GO:0030100,GO:0030141,GO:0030155,GO:0030193,GO:0030194,GO:0030246,GO:0030334,GO:0030335,GO:0030659,GO:0030667,GO:0030863,GO:0031088,GO:0031090,GO:0031091,GO:0031092,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031347,GO:0031406,GO:0031410,GO:0031982,GO:0032101,GO:0032496,GO:0032879,GO:0032940,GO:0033623,GO:0033691,GO:0033993,GO:0034097,GO:0034612,GO:0035556,GO:0035584,GO:0036094,GO:0038023,GO:0040011,GO:0040012,GO:0040017,GO:0042221,GO:0042742,GO:0042806,GO:0042827,GO:0043085,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043207,GO:0043208,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0043274,GO:0044087,GO:0044093,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044464,GO:0044853,GO:0045055,GO:0045121,GO:0045123,GO:0045785,GO:0045807,GO:0046625,GO:0046872,GO:0046903,GO:0048029,GO:0048259,GO:0048260,GO:0048306,GO:0048471,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048870,GO:0050727,GO:0050789,GO:0050790,GO:0050794,GO:0050818,GO:0050820,GO:0050829,GO:0050865,GO:0050867,GO:0050878,GO:0050896,GO:0050900,GO:0050901,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051270,GO:0051272,GO:0051336,GO:0051345,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0051861,GO:0060089,GO:0060191,GO:0060193,GO:0060255,GO:0060627,GO:0061041,GO:0061756,GO:0065007,GO:0065008,GO:0065009,GO:0070492,GO:0070555,GO:0070741,GO:0070887,GO:0071310,GO:0071345,GO:0071354,GO:0071944,GO:0080134,GO:0090303,GO:0097367,GO:0097708,GO:0098542,GO:0098552,GO:0098588,GO:0098589,GO:0098590,GO:0098609,GO:0098742,GO:0098805,GO:0098857,GO:0099503,GO:0099568,GO:1900046,GO:1900048,GO:1900274,GO:1901681,GO:1901700,GO:1902531,GO:1902533,GO:1903034,GO:1903036,GO:2000145,GO:2000147	ko:K06494,ko:K06495,ko:K06496,ko:K17495	ko04514,ko04668,ko04933,ko05143,ko05144,ko05150,ko05418,map04514,map04668,map04933,map05143,map05144,map05150,map05418	T	Sushi(PF00084.27)
TRINITY_DN572_c0_g2_i4.p1	True	True	1.0	20	SP(Sec/SPI)	0												
TRINITY_DN67244_c1_g1_i2.p1	True	True	1.0	18	SP(Sec/SPI)	0												
TRINITY_DN67826_c0_g2_i9.p1	True	True	1.0	30	SP(Sec/SPI)	1	h	XP_046672724.1	XP_046672724.1 tyrosine-protein kinase Dnt [Homalo	82.3	1.69e-295	Homalodisca vitripennis	WIF domain	GO:0000003,GO:0000902,GO:0000904,GO:0001501,GO:0001558,GO:0001664,GO:0001709,GO:0001932,GO:0001934,GO:0002009,GO:0003002,GO:0003006,GO:0003008,GO:0003674,GO:0004888,GO:0005102,GO:0005109,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005887,GO:0006928,GO:0006935,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007275,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007416,GO:0007417,GO:0007420,GO:0007431,GO:0007435,GO:0007444,GO:0007482,GO:0007517,GO:0007548,GO:0007610,GO:0007611,GO:0007612,GO:0007613,GO:0007635,GO:0008037,GO:0008038,GO:0008104,GO:0008150,GO:0008283,GO:0008306,GO:0008355,GO:0008361,GO:0008406,GO:0009605,GO:0009653,GO:0009786,GO:0009798,GO:0009887,GO:0009888,GO:0009893,GO:0009946,GO:0009948,GO:0009949,GO:0009952,GO:0009954,GO:0009966,GO:0009967,GO:0009987,GO:0010085,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010720,GO:0010721,GO:0010769,GO:0010770,GO:0010771,GO:0010975,GO:0010976,GO:0010977,GO:0015026,GO:0016020,GO:0016021,GO:0016043,GO:0016055,GO:0016198,GO:0016199,GO:0016203,GO:0016204,GO:0016319,GO:0016358,GO:0017147,GO:0019220,GO:0019222,GO:0019899,GO:0019900,GO:0019901,GO:0021537,GO:0021953,GO:0022008,GO:0022038,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0022612,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030154,GO:0030182,GO:0030308,GO:0030334,GO:0030335,GO:0030424,GO:0030425,GO:0030516,GO:0030517,GO:0030900,GO:0030901,GO:0031175,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031344,GO:0031345,GO:0031346,GO:0031399,GO:0031401,GO:0032101,GO:0032102,GO:0032103,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032535,GO:0032879,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033278,GO:0035216,GO:0035272,GO:0035295,GO:0035567,GO:0036477,GO:0036514,GO:0036518,GO:0038023,GO:0040008,GO:0040011,GO:0040012,GO:0040013,GO:0040017,GO:0040028,GO:0040035,GO:0042048,GO:0042221,GO:0042325,GO:0042327,GO:0042330,GO:0042802,GO:0042803,GO:0042813,GO:0042995,GO:0043005,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043235,GO:0043408,GO:0043410,GO:0044085,GO:0044424,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045137,GO:0045165,GO:0045167,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045665,GO:0045666,GO:0045926,GO:0045937,GO:0046982,GO:0046983,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048560,GO:0048580,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048638,GO:0048640,GO:0048666,GO:0048667,GO:0048699,GO:0048705,GO:0048729,GO:0048731,GO:0048732,GO:0048736,GO:0048737,GO:0048806,GO:0048812,GO:0048813,GO:0048841,GO:0048843,GO:0048856,GO:0048858,GO:0048869,GO:0050767,GO:0050768,GO:0050769,GO:0050770,GO:0050771,GO:0050772,GO:0050789,GO:0050793,GO:0050794,GO:0050808,GO:0050877,GO:0050890,GO:0050896,GO:0050919,GO:0050920,GO:0050921,GO:0050922,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051270,GO:0051271,GO:0051272,GO:0051302,GO:0051716,GO:0051960,GO:0051961,GO:0051962,GO:0060070,GO:0060071,GO:0060089,GO:0060255,GO:0060284,GO:0060322,GO:0060429,GO:0060538,GO:0061061,GO:0061062,GO:0061351,GO:0061387,GO:0061458,GO:0061564,GO:0061643,GO:0065001,GO:0065007,GO:0065008,GO:0070887,GO:0070983,GO:0071542,GO:0071679,GO:0071840,GO:0071936,GO:0071944,GO:0080090,GO:0090066,GO:0090175,GO:0097447,GO:0097458,GO:0097485,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0198738,GO:1902531,GO:1902533,GO:1902667,GO:1902668,GO:1902669,GO:1904929,GO:1904938,GO:1904948,GO:1904953,GO:1905114,GO:1905330,GO:1905483,GO:1905485,GO:1905486,GO:1905488,GO:1905489,GO:1905491,GO:2000026,GO:2000027,GO:2000145,GO:2000147,GO:2001222,GO:2001224	ko:K05128	ko04360,map04360	T	PK_Tyr_Ser-Thr(PF07714.24);WIF(PF02019.25);Pkinase(PF00069.32)
TRINITY_DN2692_c0_g1_i12.p1	True	True	1.0	23	SP(Sec/SPI)	1	h	XP_046665865.1	XP_046665865.1 uncharacterized protein LOC12435783	83.8	1.26e-259	Homalodisca vitripennis						CUT_C(PF25301.1);VERL_C(PF25272.2);Zona_pellucida(PF00100.30)
TRINITY_DN1365_c0_g1_i30.p1	True	True	1.0	22	SP(Sec/SPI)	1	h	XP_015379290.1	XP_015379290.1 PREDICTED: vascular endothelial gro	42.7	0.0	Diuraphis noxia	Tyrosine kinase, catalytic domain	GO:0000003,GO:0001655,GO:0001667,GO:0001932,GO:0001934,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002164,GO:0002165,GO:0002376,GO:0002520,GO:0002682,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0004714,GO:0004888,GO:0005021,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006996,GO:0007010,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0007399,GO:0007417,GO:0007419,GO:0007431,GO:0007435,GO:0007442,GO:0007443,GO:0007444,GO:0007483,GO:0007484,GO:0007485,GO:0007516,GO:0007548,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008283,GO:0009605,GO:0009607,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010243,GO:0010562,GO:0010604,GO:0010631,GO:0010646,GO:0010647,GO:0010941,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016477,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019199,GO:0019220,GO:0019222,GO:0019538,GO:0019730,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0022612,GO:0023051,GO:0023052,GO:0023056,GO:0030029,GO:0030030,GO:0030031,GO:0030036,GO:0030097,GO:0030154,GO:0030539,GO:0030707,GO:0030855,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031929,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0032868,GO:0032869,GO:0032870,GO:0035099,GO:0035112,GO:0035126,GO:0035162,GO:0035166,GO:0035167,GO:0035172,GO:0035215,GO:0035239,GO:0035272,GO:0035295,GO:0035556,GO:0035924,GO:0036211,GO:0036335,GO:0038023,GO:0038084,GO:0038202,GO:0040011,GO:0042221,GO:0042325,GO:0042327,GO:0042386,GO:0042592,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043207,GO:0043408,GO:0043410,GO:0043412,GO:0043434,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044703,GO:0045087,GO:0045595,GO:0045610,GO:0045937,GO:0046661,GO:0048010,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048542,GO:0048546,GO:0048563,GO:0048565,GO:0048568,GO:0048569,GO:0048583,GO:0048584,GO:0048598,GO:0048608,GO:0048609,GO:0048619,GO:0048707,GO:0048729,GO:0048731,GO:0048732,GO:0048803,GO:0048805,GO:0048806,GO:0048808,GO:0048856,GO:0048869,GO:0048870,GO:0048872,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051239,GO:0051246,GO:0051247,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0055123,GO:0060089,GO:0060255,GO:0060429,GO:0060548,GO:0060562,GO:0061326,GO:0061327,GO:0061333,GO:0061458,GO:0061525,GO:0065007,GO:0065008,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071375,GO:0071417,GO:0071495,GO:0071704,GO:0071840,GO:0071944,GO:0072001,GO:0072002,GO:0080090,GO:0090130,GO:0090132,GO:0090598,GO:0140096,GO:1901564,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902531,GO:1902533	ko:K04362,ko:K05093,ko:K05096,ko:K05098	ko01521,ko04010,ko04014,ko04015,ko04060,ko04066,ko04144,ko04151,ko04370,ko04510,ko04520,ko04550,ko04714,ko04810,ko05200,ko05202,ko05205,ko05215,ko05218,ko05224,ko05226,ko05230,ko05323,ko05418,map01521,map04010,map04014,map04015,map04060,map04066,map04144,map04151,map04370,map04510,map04520,map04550,map04714,map04810,map05200,map05202,map05205,map05215,map05218,map05224,map05226,map05230,map05323,map05418	T	PK_Tyr_Ser-Thr(PF07714.24);Ig_3(PF13927.13);I-set(PF07679.23);Pkinase(PF00069.32);VEGFR1-3_N_Ig-like(PF22854.3);Ig_2(PF13895.13);ig(PF00047.32);V-set(PF07686.24);Ig_VEGFR-1-like_5th(PF22971.3);Ig_PDGFR_d4(PF25305.2);Ig_5(PF16681.12);Ig_MYOM1(PF28321.1);VEGFR-1-like_Ig-like(PF21339.4)
TRINITY_DN14223_c0_g2_i2.p1	True	True	1.0	19	SP(Sec/SPI)	1	h	XP_054266502.1	XP_054266502.1 carboxypeptidase N subunit 2-like [	55.5	2.67e-184	Macrosteles quadrilineatus	Leucine Rich Repeat				S	LRR_8(PF13855.13);LRR_4(PF12799.14);LRR_1(PF00560.40);LRR_5(PF13306.13);LRR_EndoS(PF23952.2);LRR_Zer-1(PF25013.1)
TRINITY_DN17148_c0_g1_i5.p1	True	True	1.0	43	SP(Sec/SPI)	0												
TRINITY_DN255583_c0_g1_i3.p1	True	True	1.0	28	SP(Sec/SPI)	0		XP_054270107.1	XP_054270107.1 endoplasmic reticulum resident prot	74.0	3.00e-228	Macrosteles quadrilineatus	Thioredoxin-like domain	GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003756,GO:0003824,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005789,GO:0005793,GO:0006457,GO:0006807,GO:0006810,GO:0006887,GO:0006950,GO:0006955,GO:0006986,GO:0008150,GO:0008152,GO:0009100,GO:0009986,GO:0009987,GO:0010033,GO:0012505,GO:0015036,GO:0015037,GO:0016020,GO:0016192,GO:0016491,GO:0016667,GO:0016853,GO:0016860,GO:0016864,GO:0019538,GO:0019725,GO:0030141,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0031984,GO:0032940,GO:0033554,GO:0034774,GO:0034976,GO:0035580,GO:0035966,GO:0036230,GO:0042119,GO:0042175,GO:0042221,GO:0042581,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0045454,GO:0046903,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055114,GO:0060205,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0097708,GO:0098827,GO:0099503,GO:0140096,GO:1901135,GO:1901564	ko:K17264		CO	Thioredoxin_6(PF13848.13);Thioredoxin(PF00085.27);Calsequestrin(PF01216.24)
TRINITY_DN12284_c0_g1_i5.p1	True	True	1.0	26	SP(Sec/SPI)	0												
TRINITY_DN6194_c0_g2_i1.p1	True	True	1.0	24	SP(Sec/SPI)	0		PNF21873.1	PNF21873.1 Protein obstructor-E [Cryptotermes secu	71.0	1.78e-156	Cryptotermes secundus	chitin binding. It is involved in the biological process described with chitin metabolic process	GO:0003674,GO:0005488,GO:0005575,GO:0005576,GO:0005615,GO:0008061,GO:0008144,GO:0044421,GO:0097367			S	CBM_14(PF01607.30)
TRINITY_DN1117_c0_g1_i13.p1	True	True	1.0	17	SP(Sec/SPI)	0		XP_054284091.1	XP_054284091.1 pupal cuticle protein-like [Macrost	43.3	1.60e-34	Macrosteles quadrilineatus						
TRINITY_DN49854_c0_g1_i1.p2	True	True	1.0	23	SP(Sec/SPI)	0		WP_010430142.1	WP_010430142.1 MULTISPECIES: osmotically-inducible	100	1.27e-76	Enterobacteriaceae	SmpA / OmlA family	GO:0006950,GO:0006970,GO:0008150,GO:0009628,GO:0050896	ko:K04064		J	BamE(PF04355.19)
TRINITY_DN9965_c0_g1_i4.p1	True	True	1.0	23	SP(Sec/SPI)	0		XP_046685880.1	XP_046685880.1 prosaposin-like, partial [Homalodis	49.6	4.44e-228	Homalodisca vitripennis	It is involved in the biological process described with sphingolipid metabolic process	GO:0000003,GO:0000323,GO:0001655,GO:0001664,GO:0001775,GO:0001932,GO:0001934,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002576,GO:0003006,GO:0003674,GO:0003824,GO:0004553,GO:0004565,GO:0005102,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005766,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0005775,GO:0005776,GO:0005886,GO:0006403,GO:0006629,GO:0006643,GO:0006664,GO:0006665,GO:0006687,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006887,GO:0006955,GO:0007154,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007193,GO:0007275,GO:0008047,GO:0008150,GO:0008152,GO:0008289,GO:0009888,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010506,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010876,GO:0010941,GO:0012505,GO:0012506,GO:0015711,GO:0015849,GO:0015925,GO:0015931,GO:0016020,GO:0016192,GO:0016787,GO:0016798,GO:0019216,GO:0019220,GO:0019222,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0030141,GO:0030154,GO:0030234,GO:0030659,GO:0030667,GO:0030850,GO:0030855,GO:0031090,GO:0031323,GO:0031325,GO:0031329,GO:0031399,GO:0031401,GO:0031406,GO:0031410,GO:0031974,GO:0031982,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032940,GO:0033036,GO:0033218,GO:0033227,GO:0033293,GO:0035265,GO:0035577,GO:0035594,GO:0035627,GO:0036094,GO:0036230,GO:0040007,GO:0042119,GO:0042221,GO:0042325,GO:0042327,GO:0042582,GO:0042592,GO:0042802,GO:0042803,GO:0042886,GO:0043085,GO:0043167,GO:0043168,GO:0043177,GO:0043202,GO:0043208,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043408,GO:0043410,GO:0044093,GO:0044237,GO:0044238,GO:0044255,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045169,GO:0045321,GO:0045937,GO:0046625,GO:0046836,GO:0046903,GO:0046942,GO:0046983,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048608,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0048878,GO:0050657,GO:0050658,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051247,GO:0051716,GO:0051861,GO:0055088,GO:0060255,GO:0060429,GO:0060548,GO:0060736,GO:0060742,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070887,GO:0071310,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0097001,GO:0097367,GO:0097708,GO:0098588,GO:0098772,GO:0098805,GO:0098852,GO:0099503,GO:1900407,GO:1900408,GO:1901031,GO:1901032,GO:1901135,GO:1901264,GO:1901564,GO:1902531,GO:1902533,GO:1902882,GO:1902883,GO:1903201,GO:1903202,GO:1903205,GO:1903206,GO:1903509,GO:1905572,GO:1905573,GO:1905574,GO:1905575,GO:1905576,GO:1905577,GO:2001023,GO:2001024,GO:2001038,GO:2001039	ko:K12382	ko04142,map04142	GI	SapB_2(PF03489.23);SapB_1(PF05184.21);Saposin(PF20825.3);SapA(PF02199.21)
TRINITY_DN2804_c0_g1_i4.p1	True	True	1.0	24	SP(Sec/SPI)	1	h	KAG8240997.1	KAG8240997.1 hypothetical protein J6590_096813, pa	43.6	7.96e-161	Homalodisca vitripennis						
TRINITY_DN12267_c0_g1_i1.p1	True	True	1.0	19	SP(Sec/SPI)	0		XP_046667930.1	XP_046667930.1 protein takeout-like [Homalodisca v	68.5	1.43e-120	Homalodisca vitripennis	Juvenile hormone binding protein domains in insects.				S	JHBP(PF06585.18)
TRINITY_DN12696_c1_g1_i1.p1	True	True	1.0	18	SP(Sec/SPI)	0		XP_046665467.1	XP_046665467.1 endocuticle structural glycoprotein	56.1	3.51e-38	Homalodisca vitripennis	Insect cuticle protein				O	Chitin_bind_4(PF00379.30)
